enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
15343,78,0.762,1,0,2,0,5,21,4,4,2,24,0.0
23185,52,0.878,1,0,2,0,5,21,0,5,4,29,0.0
9600,5,0.92,1,0,2,0,5,19,3,4,4,11,1.0
5141,78,0.762,1,0,2,0,5,18,4,5,4,87,0.0
657,5,0.92,1,0,2,0,5,18,0,1,0,18,0.0
29991,73,0.8270000000000001,1,0,2,0,0,19,2,5,0,76,1.0
18759,60,0.624,1,0,2,0,5,16,3,5,0,114,0.0
20135,105,0.923,1,0,2,0,5,21,5,5,4,80,0.0
18620,72,0.7759999999999999,1,0,0,0,5,5,2,5,5,52,0.0
24226,60,0.624,0,0,2,0,5,20,4,5,0,13,0.0
11966,30,0.836,1,0,2,1,2,11,1,5,0,36,0.0
10017,12,0.926,1,0,2,1,5,21,2,5,4,67,0.0
20797,46,0.91,1,0,2,2,5,6,3,5,0,58,0.0
25041,60,0.624,1,0,2,0,5,17,1,5,0,18,1.0
17783,89,0.802,1,0,0,0,5,20,3,5,1,11,0.0
6283,5,0.92,1,0,2,0,4,1,4,5,4,206,0.0
28468,66,0.939,1,0,2,1,5,21,3,5,4,88,0.0
4978,12,0.926,1,0,1,1,5,5,3,5,1,16,0.0
28641,6,0.924,1,0,2,0,5,21,2,5,4,95,0.0
3999,95,0.795,1,0,2,1,5,21,1,4,4,94,0.0
9860,5,0.92,1,0,2,0,3,8,0,5,2,20,0.0
24366,60,0.624,1,0,2,0,5,16,3,5,3,78,1.0
1396,98,0.939,1,0,2,0,5,21,3,5,2,2,0.0
22954,7,0.794,0,0,0,0,5,19,1,5,4,206,0.0
1563,57,0.682,1,0,2,0,5,3,1,5,2,25,0.0
29612,60,0.624,1,0,0,0,5,15,0,5,0,8,1.0
23856,12,0.926,1,0,2,0,5,19,5,5,1,22,0.0
30441,5,0.92,1,0,2,0,2,10,1,5,4,90,0.0
11545,12,0.926,1,0,2,0,5,17,7,5,0,120,0.0
2404,60,0.624,1,0,2,0,5,14,4,5,5,18,1.0
19555,89,0.802,1,0,0,0,5,18,6,5,1,314,0.0
23365,3,0.5579999999999999,1,1,2,0,5,20,7,0,0,146,1.0
23430,59,0.7959999999999999,1,0,2,0,5,2,1,5,4,25,0.0
30404,5,0.92,1,0,2,0,5,21,4,5,4,50,1.0
8930,5,0.92,1,0,2,0,5,19,3,5,4,30,0.0
3920,8,0.698,1,0,2,0,5,9,3,5,3,39,0.0
11780,46,0.91,1,0,2,0,5,21,4,5,0,43,1.0
22420,90,0.855,1,0,2,0,2,19,3,5,1,226,0.0
21603,60,0.624,1,0,2,0,5,17,4,5,0,50,0.0
19612,60,0.624,1,0,2,1,5,15,1,5,0,15,1.0
18905,5,0.92,1,0,0,0,5,15,1,5,1,14,0.0
824,46,0.91,1,0,2,0,5,1,5,5,0,74,0.0
14217,12,0.926,1,0,2,1,5,5,5,5,0,52,0.0
9414,60,0.624,1,0,2,0,5,18,1,5,0,54,1.0
33242,96,0.754,1,1,1,0,5,18,7,0,0,50,0.0
9684,1,0.895,1,0,2,1,5,8,7,0,0,42,0.0
8584,46,0.91,1,0,2,2,5,21,1,5,3,11,0.0
27003,46,0.91,1,0,2,1,5,1,4,5,1,74,0.0
29723,77,0.89,1,0,0,0,5,19,4,5,4,90,0.0
33181,90,0.855,1,1,2,1,5,21,1,5,1,234,0.0
29288,60,0.624,1,1,2,0,5,13,5,5,2,11,1.0
3004,6,0.924,1,0,2,1,2,17,7,5,0,163,0.0
5828,46,0.91,1,0,2,0,5,1,4,5,3,9,0.0
28193,25,0.8270000000000001,1,0,0,0,5,15,0,4,0,6,0.0
26291,98,0.939,1,0,2,0,5,2,2,5,4,72,0.0
11739,12,0.926,1,0,1,0,5,9,1,2,2,84,0.0
20878,40,0.698,1,0,2,0,5,5,4,4,4,24,0.0
31013,5,0.92,1,0,2,0,2,8,4,1,1,8,0.0
28829,60,0.624,1,0,0,0,5,19,1,5,0,74,1.0
5911,5,0.92,1,0,2,0,5,21,1,5,4,151,0.0
24069,60,0.624,1,0,2,0,5,2,4,5,0,4,0.0
3752,12,0.926,1,0,2,0,5,17,3,5,2,29,0.0
32925,46,0.91,1,0,2,1,5,21,3,5,1,78,0.0
19818,60,0.624,1,0,0,0,5,11,7,5,1,141,1.0
20143,84,0.866,1,0,2,1,5,3,4,5,0,30,0.0
2478,60,0.624,1,0,2,0,5,18,1,5,1,104,1.0
32355,94,0.884,1,0,2,0,5,3,7,0,0,98,0.0
3827,5,0.92,1,0,2,1,5,21,0,5,4,9,0.0
10386,5,0.92,1,0,2,0,5,21,7,0,2,53,0.0
13597,69,0.893,1,0,2,1,5,3,3,5,0,107,0.0
29508,12,0.926,1,0,2,1,5,21,1,5,0,24,0.0
428,5,0.92,1,0,2,0,5,3,2,5,4,80,0.0
21843,96,0.754,1,0,2,0,5,21,1,5,1,96,0.0
17162,60,0.624,1,1,2,0,5,14,0,5,0,11,1.0
15259,5,0.92,1,0,2,0,5,6,0,5,4,46,0.0
14487,60,0.624,1,0,0,0,4,15,1,5,0,20,0.0
1131,5,0.92,1,0,2,0,5,2,3,5,4,34,0.0
22219,5,0.92,1,0,2,0,5,2,4,5,2,17,0.0
10454,5,0.92,0,1,2,0,2,13,1,5,2,40,0.0
22052,78,0.762,1,0,2,1,5,18,2,4,0,45,0.0
29432,107,0.925,1,0,2,0,5,18,4,1,1,85,0.0
6812,88,0.6659999999999999,1,0,2,0,5,16,4,5,0,110,0.0
9569,78,0.762,1,0,0,0,5,3,1,5,2,6,0.0
6389,5,0.92,1,0,2,1,2,6,2,5,3,11,0.0
24586,29,0.897,1,0,2,1,5,16,0,0,0,91,0.0
9463,48,0.767,1,0,2,0,2,21,7,5,1,28,0.0
13311,5,0.92,1,0,0,0,5,16,6,5,1,26,0.0
26275,5,0.92,1,0,2,1,2,15,3,5,3,168,1.0
30814,78,0.762,1,1,2,0,4,11,2,5,5,26,0.0
20823,12,0.926,1,0,2,1,5,7,1,5,4,37,0.0
5417,1,0.895,1,0,2,0,5,3,2,5,4,14,0.0
24280,60,0.624,1,1,2,0,5,14,5,5,0,218,0.0
22112,46,0.91,1,0,2,0,5,4,4,1,0,8,0.0
11003,5,0.92,1,0,0,1,5,18,0,1,0,38,0.0
6326,115,0.915,1,0,2,0,5,18,2,5,1,26,0.0
18170,46,0.91,1,0,2,0,5,19,1,5,0,50,0.0
33254,47,0.92,0,0,2,1,5,21,4,5,4,120,1.0
11821,78,0.762,1,0,2,0,5,19,1,1,0,100,0.0
24937,60,0.624,1,0,0,0,5,14,4,5,3,198,1.0
15436,89,0.802,0,1,1,0,5,13,4,5,0,144,1.0
4475,109,0.698,1,0,0,1,5,21,3,4,0,28,0.0
4072,46,0.91,1,0,2,0,2,21,3,4,0,20,0.0
11085,52,0.878,1,1,2,0,3,5,4,2,2,45,0.0
3878,5,0.92,1,0,0,1,5,16,3,5,2,55,0.0
33104,46,0.91,1,0,2,0,5,15,4,5,2,28,0.0
17304,66,0.939,1,0,2,1,5,16,1,5,0,96,0.0
26713,5,0.92,1,0,2,0,5,14,3,5,1,8,0.0
440,5,0.92,1,0,2,1,5,21,3,5,4,42,0.0
27697,5,0.92,1,0,2,1,5,17,6,4,3,8,0.0
30509,5,0.92,1,0,2,0,4,18,1,2,0,128,0.0
28149,5,0.92,0,0,2,0,5,15,4,5,1,25,1.0
24708,11,0.55,1,0,0,1,5,14,1,2,1,37,1.0
33292,60,0.624,1,1,2,0,5,16,3,5,5,21,1.0
32619,5,0.92,0,0,2,0,2,14,1,5,0,90,0.0
10967,5,0.92,1,1,2,1,5,16,2,4,0,106,1.0
17375,43,0.769,1,0,2,0,5,19,1,2,4,35,1.0
10554,46,0.91,1,0,2,0,5,17,2,5,3,22,0.0
8311,12,0.926,1,0,2,1,5,3,2,5,0,82,0.0
6010,5,0.92,1,0,2,0,5,18,3,5,1,44,0.0
31210,5,0.92,1,0,2,0,5,17,3,5,0,107,0.0
5203,60,0.624,1,0,0,0,5,13,0,5,4,116,1.0
16625,60,0.624,1,0,2,1,5,14,7,0,0,78,1.0
21967,12,0.926,1,0,2,1,5,21,1,5,4,56,0.0
29737,29,0.897,1,0,2,0,5,17,6,5,4,15,0.0
9846,5,0.92,1,1,2,0,5,16,1,2,0,54,0.0
6724,46,0.91,1,1,2,0,5,18,4,5,3,23,0.0
21442,60,0.624,1,0,2,0,5,2,4,1,0,206,1.0
18,61,0.899,1,1,2,0,5,21,0,5,4,24,0.0
26402,94,0.884,1,0,2,0,5,4,0,5,1,101,0.0
26214,52,0.878,1,1,0,1,2,19,1,4,1,56,0.0
21033,5,0.92,1,0,2,1,5,1,3,5,0,21,0.0
19073,5,0.92,1,0,2,0,5,17,3,5,0,77,0.0
26126,5,0.92,1,0,2,0,2,4,4,5,0,326,0.0
28673,5,0.92,1,0,2,0,5,21,4,5,0,20,1.0
15012,36,0.84,1,0,0,0,5,19,0,3,0,34,0.0
29945,12,0.926,1,0,2,0,5,14,3,5,0,19,0.0
2485,29,0.897,1,1,2,1,5,21,5,5,4,4,0.0
17967,5,0.92,1,0,2,0,5,14,4,5,0,58,0.0
12217,46,0.91,1,0,1,0,5,1,4,5,3,206,0.0
19215,47,0.92,1,1,2,0,2,1,3,5,0,57,0.0
27139,11,0.55,1,0,2,0,5,17,5,5,0,40,1.0
19378,47,0.92,1,0,2,0,5,3,0,5,0,34,0.0
18907,5,0.92,1,0,2,0,1,0,3,5,0,28,0.0
6448,49,0.903,1,0,1,0,5,21,3,5,4,6,0.0
30878,110,0.691,1,1,2,0,5,1,3,5,0,32,0.0
3708,5,0.92,1,0,2,0,5,5,3,5,4,290,0.0
25403,5,0.92,1,0,2,0,2,11,1,5,0,168,0.0
31798,46,0.91,1,0,2,0,5,5,2,5,0,8,0.0
4302,5,0.92,1,0,2,0,5,16,3,5,0,21,0.0
4980,12,0.926,1,0,2,1,5,19,4,5,1,123,0.0
17529,60,0.624,1,0,2,0,5,15,0,5,2,48,1.0
8852,27,0.742,1,0,2,0,1,14,0,5,0,188,0.0
1794,5,0.92,1,0,2,0,5,3,4,4,1,42,0.0
11292,5,0.92,1,0,2,0,5,21,3,5,4,156,1.0
24062,60,0.624,1,0,2,0,5,15,1,1,0,103,1.0
17781,5,0.92,1,0,2,0,5,8,1,5,0,39,0.0
28433,90,0.855,1,0,2,0,1,3,5,5,0,96,0.0
27490,94,0.884,1,0,2,0,5,21,2,5,4,70,0.0
31489,46,0.91,1,0,2,1,5,7,4,5,5,4,0.0
21585,60,0.624,1,0,0,0,4,13,4,5,2,51,0.0
26674,5,0.92,1,0,2,0,5,9,3,5,1,6,0.0
24222,46,0.91,1,1,2,2,5,19,2,4,4,90,0.0
14204,5,0.92,1,0,2,0,5,14,4,0,0,145,0.0
18130,90,0.855,0,1,2,1,2,13,4,5,1,9,0.0
28603,5,0.92,1,0,2,0,5,1,1,5,3,26,0.0
18892,5,0.92,1,0,0,1,5,6,4,5,1,166,0.0
3498,73,0.8270000000000001,1,0,0,0,5,21,1,5,4,72,0.0
32720,37,0.555,0,0,1,1,5,21,3,2,2,135,1.0
4828,60,0.624,1,1,2,1,5,16,5,2,4,138,1.0
29201,5,0.92,1,0,2,0,5,17,1,5,4,31,0.0
33126,5,0.92,1,0,2,0,5,21,3,5,4,25,0.0
24127,12,0.926,1,0,2,1,5,21,7,5,4,8,0.0
23157,5,0.92,1,1,2,0,5,14,4,5,0,32,0.0
16466,4,0.804,1,0,2,1,5,4,0,0,0,12,0.0
33358,45,0.843,0,0,2,1,5,17,4,5,0,6,1.0
17268,89,0.802,1,0,2,0,5,14,7,5,0,31,0.0
24091,20,0.738,1,0,2,1,5,4,2,4,4,66,1.0
28211,5,0.92,1,0,0,0,2,1,1,5,2,39,0.0
21176,53,0.7759999999999999,1,0,2,0,5,7,5,5,1,103,0.0
32958,47,0.92,0,0,2,0,5,12,3,5,0,7,0.0
25327,60,0.624,1,0,2,0,5,6,4,5,5,80,0.0
27678,5,0.92,1,0,1,0,5,13,3,5,1,11,0.0
23741,60,0.624,1,0,2,0,5,11,0,5,1,89,1.0
28820,60,0.624,1,0,2,1,5,14,1,5,0,32,1.0
17500,46,0.91,1,0,2,0,5,15,4,5,0,19,0.0
32617,5,0.92,1,0,2,0,5,14,3,5,5,110,0.0
1783,72,0.7759999999999999,1,0,2,1,5,17,3,5,0,56,0.0
14496,12,0.926,1,0,2,1,5,21,3,5,4,109,0.0
9147,46,0.91,1,0,2,0,5,2,1,5,1,118,0.0
22997,52,0.878,1,0,2,1,5,1,3,5,2,9,0.0
2991,61,0.899,1,0,2,0,5,1,2,5,5,48,0.0
30340,5,0.92,1,0,2,0,5,16,0,0,0,9,0.0
9448,12,0.926,1,0,2,0,5,5,4,5,4,28,0.0
18498,60,0.624,1,0,2,0,5,17,3,5,0,109,0.0
25817,11,0.55,1,0,2,0,5,16,0,1,0,3,0.0
22816,114,0.949,1,1,2,1,0,21,7,5,4,136,0.0
27753,47,0.92,1,0,2,0,5,7,1,5,5,34,0.0
23247,2,0.887,1,0,1,0,5,14,4,1,3,94,0.0
19454,60,0.624,0,0,2,0,5,14,4,1,0,172,1.0
14642,69,0.893,1,1,2,0,5,21,1,5,2,166,0.0
3438,5,0.92,1,0,2,0,5,6,1,5,1,28,1.0
23609,5,0.92,1,0,2,0,5,1,3,5,2,18,0.0
32614,5,0.92,1,1,2,0,5,13,0,5,4,9,0.0
